time (s),Vout (V)
775.2E-6,228.7E-6
775.2E-6,231.4E-6
775.3E-6,234.0E-6
775.4E-6,236.8E-6
775.5E-6,239.5E-6
775.6E-6,242.3E-6
775.6E-6,245.2E-6
775.7E-6,248.1E-6
775.8E-6,251.1E-6
775.9E-6,254.1E-6
775.9E-6,257.2E-6
776.0E-6,260.3E-6
776.1E-6,263.5E-6
776.2E-6,266.7E-6
776.3E-6,270.0E-6
776.3E-6,273.3E-6
776.4E-6,276.7E-6
776.5E-6,280.2E-6
776.6E-6,283.7E-6
776.6E-6,287.3E-6
776.7E-6,290.9E-6
776.8E-6,294.6E-6
776.9E-6,298.4E-6
777.0E-6,302.3E-6
777.0E-6,306.2E-6
777.1E-6,310.1E-6
777.2E-6,314.2E-6
777.3E-6,318.3E-6
777.3E-6,322.5E-6
777.4E-6,326.7E-6
777.5E-6,331.1E-6
777.6E-6,335.5E-6
777.7E-6,339.9E-6
777.7E-6,344.5E-6
777.8E-6,349.1E-6
777.9E-6,353.9E-6
778.0E-6,358.7E-6
778.1E-6,363.6E-6
778.1E-6,368.5E-6
778.2E-6,373.6E-6
778.3E-6,378.7E-6
778.4E-6,384.0E-6
778.4E-6,389.3E-6
778.5E-6,394.7E-6
778.6E-6,400.2E-6
778.7E-6,405.8E-6
778.8E-6,411.6E-6
778.8E-6,417.4E-6
778.9E-6,423.3E-6
779.0E-6,429.3E-6
779.1E-6,435.4E-6
779.1E-6,441.6E-6
779.2E-6,448.0E-6
779.3E-6,454.4E-6
779.4E-6,461.0E-6
779.5E-6,467.6E-6
779.5E-6,474.4E-6
779.6E-6,481.3E-6
779.7E-6,488.4E-6
779.8E-6,495.5E-6
779.8E-6,502.8E-6
779.9E-6,510.2E-6
780.0E-6,517.7E-6
780.1E-6,525.4E-6
780.2E-6,533.2E-6
780.2E-6,541.1E-6
780.3E-6,549.2E-6
780.4E-6,557.4E-6
780.5E-6,565.7E-6
780.5E-6,574.2E-6
780.6E-6,582.9E-6
780.7E-6,591.7E-6
780.8E-6,600.6E-6
780.9E-6,609.8E-6
780.9E-6,619.0E-6
781.0E-6,628.5E-6
781.1E-6,638.1E-6
781.2E-6,647.8E-6
781.2E-6,657.7E-6
781.3E-6,667.9E-6
781.4E-6,678.1E-6
781.5E-6,688.6E-6
781.6E-6,699.3E-6
781.6E-6,710.1E-6
781.7E-6,721.1E-6
781.8E-6,732.3E-6
781.9E-6,743.7E-6
782.0E-6,755.3E-6
782.0E-6,767.2E-6
782.1E-6,779.2E-6
782.2E-6,791.4E-6
782.3E-6,803.9E-6
782.3E-6,816.5E-6
782.4E-6,829.4E-6
782.5E-6,842.5E-6
782.6E-6,855.9E-6
782.7E-6,869.5E-6
782.7E-6,883.3E-6
782.8E-6,897.4E-6
782.9E-6,911.7E-6
783.0E-6,926.2E-6
783.0E-6,941.1E-6
783.1E-6,956.1E-6
783.2E-6,971.5E-6
783.3E-6,987.1E-6
783.4E-6,1.003E-3
783.4E-6,1.019E-3
783.5E-6,1.036E-3
783.6E-6,1.052E-3
783.7E-6,1.069E-3
783.7E-6,1.087E-3
783.8E-6,1.104E-3
783.9E-6,1.122E-3
784.0E-6,1.141E-3
784.1E-6,1.159E-3
784.1E-6,1.178E-3
784.2E-6,1.198E-3
784.3E-6,1.217E-3
784.4E-6,1.237E-3
784.4E-6,1.258E-3
784.5E-6,1.278E-3
784.6E-6,1.300E-3
784.7E-6,1.321E-3
784.8E-6,1.343E-3
784.8E-6,1.365E-3
784.9E-6,1.388E-3
785.0E-6,1.411E-3
785.1E-6,1.434E-3
785.1E-6,1.458E-3
785.2E-6,1.483E-3
785.3E-6,1.508E-3
785.4E-6,1.533E-3
785.5E-6,1.559E-3
785.5E-6,1.585E-3
785.6E-6,1.612E-3
785.7E-6,1.639E-3
785.8E-6,1.667E-3
785.9E-6,1.695E-3
785.9E-6,1.724E-3
786.0E-6,1.753E-3
786.1E-6,1.783E-3
786.2E-6,1.813E-3
786.2E-6,1.844E-3
786.3E-6,1.876E-3
786.4E-6,1.908E-3
786.5E-6,1.941E-3
786.6E-6,1.974E-3
786.6E-6,2.008E-3
786.7E-6,2.043E-3
786.8E-6,2.078E-3
786.9E-6,2.114E-3
786.9E-6,2.151E-3
787.0E-6,2.189E-3
787.1E-6,2.227E-3
787.2E-6,2.266E-3
787.3E-6,2.306E-3
787.3E-6,2.346E-3
787.4E-6,2.388E-3
787.5E-6,2.430E-3
787.6E-6,2.473E-3
787.6E-6,2.517E-3
787.7E-6,2.562E-3
787.8E-6,2.608E-3
787.9E-6,2.655E-3
788.0E-6,2.702E-3
788.0E-6,2.751E-3
788.1E-6,2.801E-3
788.2E-6,2.852E-3
788.3E-6,2.903E-3
788.3E-6,2.956E-3
788.4E-6,3.011E-3
788.5E-6,3.066E-3
788.6E-6,3.122E-3
788.7E-6,3.180E-3
788.7E-6,3.239E-3
788.8E-6,3.300E-3
788.9E-6,3.361E-3
789.0E-6,3.425E-3
789.0E-6,3.489E-3
789.1E-6,3.555E-3
789.2E-6,3.623E-3
789.3E-6,3.692E-3
789.4E-6,3.763E-3
789.4E-6,3.835E-3
789.5E-6,3.910E-3
789.6E-6,3.986E-3
789.7E-6,4.064E-3
789.8E-6,4.144E-3
789.8E-6,4.226E-3
789.9E-6,4.310E-3
790.0E-6,4.396E-3
790.1E-6,4.484E-3
790.1E-6,4.575E-3
790.2E-6,4.668E-3
790.3E-6,4.763E-3
790.4E-6,4.861E-3
790.5E-6,4.962E-3
790.5E-6,5.066E-3
790.6E-6,5.172E-3
790.7E-6,5.281E-3
790.8E-6,5.394E-3
790.8E-6,5.510E-3
790.9E-6,5.629E-3
791.0E-6,5.752E-3
791.1E-6,5.879E-3
791.2E-6,6.009E-3
791.2E-6,6.144E-3
791.3E-6,6.283E-3
791.4E-6,6.426E-3
791.5E-6,6.574E-3
791.5E-6,6.726E-3
791.6E-6,6.884E-3
791.7E-6,7.048E-3
791.8E-6,7.217E-3
791.9E-6,7.392E-3
791.9E-6,7.573E-3
792.0E-6,7.761E-3
792.1E-6,7.956E-3
792.2E-6,8.158E-3
792.2E-6,8.368E-3
792.3E-6,8.586E-3
792.4E-6,8.812E-3
792.5E-6,9.048E-3
792.6E-6,9.294E-3
792.6E-6,9.550E-3
792.7E-6,9.817E-3
792.8E-6,10.10E-3
792.9E-6,10.39E-3
792.9E-6,10.69E-3
793.0E-6,11.01E-3
793.1E-6,11.34E-3
793.2E-6,11.69E-3
793.3E-6,12.06E-3
793.3E-6,12.44E-3
793.4E-6,12.85E-3
793.5E-6,13.27E-3
793.6E-6,13.72E-3
793.7E-6,14.19E-3
793.7E-6,14.69E-3
793.8E-6,15.22E-3
793.9E-6,15.78E-3
794.0E-6,16.37E-3
794.0E-6,16.99E-3
794.1E-6,17.65E-3
794.2E-6,18.35E-3
794.3E-6,19.10E-3
794.4E-6,19.89E-3
794.4E-6,20.74E-3
794.5E-6,21.63E-3
794.6E-6,22.59E-3
794.7E-6,23.61E-3
794.7E-6,24.69E-3
794.8E-6,25.85E-3
794.9E-6,27.08E-3
795.0E-6,28.38E-3
795.1E-6,29.77E-3
795.1E-6,31.25E-3
795.2E-6,32.80E-3
795.3E-6,34.45E-3
795.4E-6,36.18E-3
795.4E-6,37.99E-3
795.5E-6,39.89E-3
795.6E-6,41.85E-3
795.7E-6,43.88E-3
795.8E-6,45.97E-3
795.8E-6,48.10E-3
795.9E-6,50.26E-3
796.0E-6,52.43E-3
796.1E-6,54.62E-3
796.1E-6,56.79E-3
796.2E-6,58.94E-3
796.3E-6,61.05E-3
796.4E-6,63.12E-3
796.5E-6,65.12E-3
796.5E-6,67.06E-3
796.6E-6,68.92E-3
796.7E-6,70.69E-3
796.8E-6,72.36E-3
796.8E-6,73.94E-3
796.9E-6,75.41E-3
797.0E-6,76.76E-3
797.1E-6,78.00E-3
797.2E-6,79.11E-3
797.2E-6,80.10E-3
797.3E-6,80.94E-3
797.4E-6,81.65E-3
797.5E-6,82.21E-3
797.6E-6,82.61E-3
797.6E-6,82.84E-3
797.7E-6,82.90E-3
797.8E-6,82.78E-3
797.9E-6,82.46E-3
797.9E-6,81.93E-3
798.0E-6,81.19E-3
798.1E-6,80.20E-3
798.2E-6,78.95E-3
798.3E-6,77.37E-3
798.3E-6,75.37E-3
798.4E-6,72.79E-3
798.5E-6,69.36E-3
798.6E-6,64.72E-3
798.6E-6,58.09E-3
798.7E-6,48.24E-3
798.8E-6,33.82E-3
798.9E-6,16.47E-3
799.0E-6,4.848E-3
799.0E-6,1.153E-3
799.1E-6,412.2E-6
799.2E-6,289.9E-6
799.3E-6,265.6E-6
799.3E-6,257.3E-6
799.4E-6,252.0E-6
799.5E-6,247.2E-6
799.6E-6,242.3E-6
799.7E-6,237.4E-6
799.7E-6,232.6E-6
799.8E-6,228.0E-6
799.9E-6,223.6E-6
800.0E-6,219.4E-6
800.0E-6,215.4E-6
800.1E-6,211.5E-6
800.2E-6,207.8E-6
800.3E-6,204.2E-6
800.4E-6,200.8E-6
800.4E-6,197.4E-6
800.5E-6,194.2E-6
800.6E-6,191.2E-6
800.7E-6,188.2E-6
800.7E-6,185.3E-6
800.8E-6,182.6E-6
800.9E-6,179.9E-6
801.0E-6,177.3E-6
801.1E-6,174.8E-6
801.1E-6,172.4E-6
801.2E-6,170.0E-6
801.3E-6,167.8E-6
801.4E-6,165.6E-6
801.5E-6,163.5E-6
801.5E-6,161.4E-6
801.6E-6,159.4E-6
801.7E-6,157.5E-6
801.8E-6,155.6E-6
801.8E-6,153.8E-6
801.9E-6,152.0E-6
802.0E-6,150.3E-6
802.1E-6,148.6E-6
802.2E-6,147.0E-6
802.2E-6,145.4E-6
802.3E-6,143.9E-6
802.4E-6,142.4E-6
802.5E-6,140.9E-6
802.5E-6,139.5E-6
802.6E-6,138.1E-6
802.7E-6,136.8E-6
802.8E-6,135.5E-6
802.9E-6,134.2E-6
802.9E-6,133.0E-6
803.0E-6,131.8E-6
803.1E-6,130.6E-6
803.2E-6,129.5E-6
803.2E-6,128.3E-6
803.3E-6,127.3E-6
803.4E-6,126.2E-6
803.5E-6,125.2E-6
803.6E-6,124.2E-6
803.6E-6,123.2E-6
803.7E-6,122.2E-6
803.8E-6,121.3E-6
803.9E-6,120.4E-6
803.9E-6,119.5E-6
804.0E-6,118.6E-6
804.1E-6,117.8E-6
804.2E-6,117.0E-6
804.3E-6,116.1E-6
804.3E-6,115.4E-6
804.4E-6,114.6E-6
804.5E-6,113.9E-6
804.6E-6,113.1E-6
804.6E-6,112.4E-6
804.7E-6,111.7E-6
804.8E-6,111.0E-6
804.9E-6,110.3E-6
805.0E-6,109.7E-6
805.0E-6,109.0E-6
805.1E-6,108.4E-6
805.2E-6,107.7E-6
805.3E-6,107.1E-6
805.4E-6,106.5E-6
805.4E-6,105.9E-6
805.5E-6,105.3E-6
805.6E-6,104.7E-6
805.7E-6,104.2E-6
805.7E-6,103.6E-6
805.8E-6,103.1E-6
805.9E-6,102.5E-6
806.0E-6,102.0E-6
806.1E-6,101.5E-6
806.1E-6,101.0E-6
806.2E-6,100.5E-6
806.3E-6,100.0E-6
806.4E-6,99.52E-6
806.4E-6,99.06E-6
806.5E-6,98.60E-6
806.6E-6,98.15E-6
806.7E-6,97.71E-6
806.8E-6,97.27E-6
806.8E-6,96.85E-6
806.9E-6,96.43E-6
807.0E-6,96.02E-6
807.1E-6,95.62E-6
807.1E-6,95.22E-6
807.2E-6,94.84E-6
807.3E-6,94.46E-6
807.4E-6,94.09E-6
807.5E-6,93.72E-6
807.5E-6,93.37E-6
807.6E-6,93.02E-6
807.7E-6,92.67E-6
807.8E-6,92.34E-6
807.8E-6,92.01E-6
807.9E-6,91.69E-6
808.0E-6,91.37E-6
808.1E-6,91.06E-6
808.2E-6,90.76E-6
808.2E-6,90.46E-6
808.3E-6,90.17E-6
808.4E-6,89.88E-6
808.5E-6,89.60E-6
808.5E-6,89.33E-6
808.6E-6,89.06E-6
808.7E-6,88.80E-6
808.8E-6,88.54E-6
808.9E-6,88.29E-6
808.9E-6,88.05E-6
809.0E-6,87.81E-6
809.1E-6,87.58E-6
809.2E-6,87.35E-6
809.3E-6,87.13E-6
809.3E-6,86.91E-6
809.4E-6,86.70E-6
809.5E-6,86.49E-6
809.6E-6,86.29E-6
809.6E-6,86.09E-6
809.7E-6,85.90E-6
809.8E-6,85.71E-6
809.9E-6,85.53E-6
810.0E-6,85.35E-6
810.0E-6,85.18E-6
810.1E-6,85.01E-6
810.2E-6,84.85E-6
810.3E-6,84.69E-6
810.3E-6,84.53E-6
810.4E-6,84.38E-6
810.5E-6,84.24E-6
810.6E-6,84.10E-6
810.7E-6,83.96E-6
810.7E-6,83.83E-6
810.8E-6,83.70E-6
810.9E-6,83.58E-6
811.0E-6,83.46E-6
811.0E-6,83.35E-6
811.1E-6,83.24E-6
811.2E-6,83.13E-6
811.3E-6,83.03E-6
811.4E-6,82.93E-6
811.4E-6,82.84E-6
811.5E-6,82.75E-6
811.6E-6,82.67E-6
811.7E-6,82.59E-6
811.7E-6,82.51E-6
811.8E-6,82.44E-6
811.9E-6,82.37E-6
812.0E-6,82.31E-6
812.1E-6,82.25E-6
812.1E-6,82.19E-6
812.2E-6,82.14E-6
812.3E-6,82.09E-6
812.4E-6,82.04E-6
812.4E-6,82.00E-6
812.5E-6,81.97E-6
812.6E-6,81.93E-6
812.7E-6,81.91E-6
812.8E-6,81.88E-6
812.8E-6,81.86E-6
812.9E-6,81.84E-6
813.0E-6,81.83E-6
813.1E-6,81.82E-6
813.2E-6,81.82E-6
813.2E-6,81.82E-6
813.3E-6,81.82E-6
813.4E-6,81.82E-6
813.5E-6,81.83E-6
813.5E-6,81.85E-6
813.6E-6,81.87E-6
813.7E-6,81.89E-6
813.8E-6,81.91E-6
813.9E-6,81.94E-6
813.9E-6,81.98E-6
814.0E-6,82.02E-6
814.1E-6,82.06E-6
814.2E-6,82.10E-6
814.2E-6,82.15E-6
814.3E-6,82.20E-6
814.4E-6,82.26E-6
814.5E-6,82.32E-6
814.6E-6,82.39E-6
814.6E-6,82.46E-6
814.7E-6,82.53E-6
814.8E-6,82.61E-6
814.9E-6,82.69E-6
814.9E-6,82.77E-6
815.0E-6,82.86E-6
815.1E-6,82.95E-6
815.2E-6,83.05E-6
815.3E-6,83.15E-6
815.3E-6,83.26E-6
815.4E-6,83.37E-6
815.5E-6,83.48E-6
815.6E-6,83.60E-6
815.6E-6,83.72E-6
815.7E-6,83.85E-6
815.8E-6,83.98E-6
815.9E-6,84.11E-6
816.0E-6,84.25E-6
816.0E-6,84.39E-6
816.1E-6,84.54E-6
816.2E-6,84.69E-6
816.3E-6,84.85E-6
816.3E-6,85.01E-6
816.4E-6,85.18E-6
816.5E-6,85.35E-6
816.6E-6,85.52E-6
816.7E-6,85.70E-6
816.7E-6,85.88E-6
816.8E-6,86.07E-6
816.9E-6,86.26E-6
817.0E-6,86.46E-6
817.1E-6,86.67E-6
817.1E-6,86.87E-6
817.2E-6,87.08E-6
817.3E-6,87.30E-6
817.4E-6,87.52E-6
817.4E-6,87.75E-6
817.5E-6,87.98E-6
817.6E-6,88.22E-6
817.7E-6,88.46E-6
817.8E-6,88.71E-6
817.8E-6,88.96E-6
817.9E-6,89.22E-6
818.0E-6,89.49E-6
818.1E-6,89.76E-6
818.1E-6,90.03E-6
818.2E-6,90.31E-6
818.3E-6,90.60E-6
818.4E-6,90.89E-6
818.5E-6,91.18E-6
818.5E-6,91.49E-6
818.6E-6,91.80E-6
818.7E-6,92.11E-6
818.8E-6,92.43E-6
818.8E-6,92.76E-6
818.9E-6,93.09E-6
819.0E-6,93.43E-6
819.1E-6,93.78E-6
819.2E-6,94.13E-6
819.2E-6,94.49E-6
819.3E-6,94.85E-6
819.4E-6,95.22E-6
819.5E-6,95.60E-6
819.5E-6,95.99E-6
819.6E-6,96.38E-6
819.7E-6,96.78E-6
819.8E-6,97.18E-6
819.9E-6,97.60E-6
819.9E-6,98.02E-6
820.0E-6,98.45E-6
820.1E-6,98.88E-6
820.2E-6,99.32E-6
820.2E-6,99.77E-6
820.3E-6,100.2E-6
820.4E-6,100.7E-6
820.5E-6,101.2E-6
820.6E-6,101.7E-6
820.6E-6,102.1E-6
820.7E-6,102.6E-6
820.8E-6,103.2E-6
820.9E-6,103.7E-6
821.0E-6,104.2E-6
821.0E-6,104.7E-6
821.1E-6,105.3E-6
821.2E-6,105.8E-6
821.3E-6,106.4E-6
821.3E-6,107.0E-6
821.4E-6,107.5E-6
821.5E-6,108.1E-6
821.6E-6,108.7E-6
821.7E-6,109.3E-6
821.7E-6,110.0E-6
821.8E-6,110.6E-6
821.9E-6,111.2E-6
822.0E-6,111.9E-6
822.0E-6,112.5E-6
822.1E-6,113.2E-6
822.2E-6,113.9E-6
822.3E-6,114.6E-6
822.4E-6,115.3E-6
822.4E-6,116.0E-6
822.5E-6,116.7E-6
822.6E-6,117.5E-6
822.7E-6,118.2E-6
822.7E-6,119.0E-6
822.8E-6,119.8E-6
822.9E-6,120.6E-6
823.0E-6,121.4E-6
823.1E-6,122.2E-6
823.1E-6,123.0E-6
823.2E-6,123.9E-6
823.3E-6,124.7E-6
823.4E-6,125.6E-6
823.4E-6,126.5E-6
823.5E-6,127.4E-6
823.6E-6,128.3E-6
823.7E-6,129.3E-6
823.8E-6,130.2E-6
823.8E-6,131.2E-6
823.9E-6,132.1E-6
824.0E-6,133.1E-6
824.1E-6,134.2E-6
824.1E-6,135.2E-6
824.2E-6,136.2E-6
824.3E-6,137.3E-6
824.4E-6,138.4E-6
824.5E-6,139.5E-6
824.5E-6,140.6E-6
824.6E-6,141.7E-6
824.7E-6,142.9E-6
824.8E-6,144.1E-6
824.9E-6,145.2E-6
824.9E-6,146.5E-6
825.0E-6,147.7E-6
825.1E-6,148.9E-6
825.2E-6,150.2E-6
825.2E-6,151.5E-6
825.3E-6,152.8E-6
825.4E-6,154.2E-6
825.5E-6,155.5E-6
825.6E-6,156.9E-6
825.6E-6,158.3E-6
825.7E-6,159.8E-6
825.8E-6,161.2E-6
825.9E-6,162.7E-6
825.9E-6,164.2E-6
826.0E-6,165.7E-6
826.1E-6,167.3E-6
826.2E-6,168.9E-6
826.3E-6,170.5E-6
826.3E-6,172.1E-6
826.4E-6,173.8E-6
826.5E-6,175.5E-6
826.6E-6,177.2E-6
826.6E-6,179.0E-6
826.7E-6,180.7E-6
826.8E-6,182.5E-6
826.9E-6,184.4E-6
827.0E-6,186.3E-6
827.0E-6,188.2E-6
827.1E-6,190.1E-6
827.2E-6,192.1E-6
827.3E-6,194.1E-6
827.3E-6,196.1E-6
827.4E-6,198.2E-6
827.5E-6,200.3E-6
827.6E-6,202.4E-6
827.7E-6,204.6E-6
827.7E-6,206.8E-6
827.8E-6,209.1E-6
827.9E-6,211.4E-6
828.0E-6,213.7E-6
828.0E-6,216.1E-6
828.1E-6,218.5E-6
828.2E-6,220.9E-6
828.3E-6,223.4E-6
828.4E-6,226.0E-6
828.4E-6,228.6E-6
828.5E-6,231.2E-6
828.6E-6,233.9E-6
828.7E-6,236.6E-6
828.8E-6,239.4E-6
828.8E-6,242.2E-6
828.9E-6,245.0E-6
829.0E-6,247.9E-6
829.1E-6,250.9E-6
829.1E-6,253.9E-6
829.2E-6,257.0E-6
829.3E-6,260.1E-6
829.4E-6,263.3E-6
829.5E-6,266.5E-6
829.5E-6,269.8E-6
829.6E-6,273.1E-6
829.7E-6,276.5E-6
829.8E-6,280.0E-6
829.8E-6,283.5E-6
829.9E-6,287.1E-6
830.0E-6,290.7E-6
830.1E-6,294.4E-6
830.2E-6,298.2E-6
830.2E-6,302.0E-6
830.3E-6,305.9E-6
830.4E-6,309.9E-6
830.5E-6,313.9E-6
830.5E-6,318.0E-6
830.6E-6,322.2E-6
830.7E-6,326.5E-6
830.8E-6,330.8E-6
830.9E-6,335.2E-6
830.9E-6,339.7E-6
831.0E-6,344.2E-6
831.1E-6,348.9E-6
831.2E-6,353.6E-6
831.2E-6,358.4E-6
831.3E-6,363.3E-6
831.4E-6,368.2E-6
831.5E-6,373.3E-6
831.6E-6,378.4E-6
831.6E-6,383.7E-6
831.7E-6,389.0E-6
831.8E-6,394.4E-6
831.9E-6,399.9E-6
831.9E-6,405.5E-6
832.0E-6,411.2E-6
832.1E-6,417.0E-6
832.2E-6,422.9E-6
832.3E-6,428.9E-6
832.3E-6,435.0E-6
832.4E-6,441.3E-6
832.5E-6,447.6E-6
832.6E-6,454.0E-6
832.7E-6,460.6E-6
832.7E-6,467.2E-6
832.8E-6,474.0E-6
832.9E-6,480.9E-6
833.0E-6,487.9E-6
833.0E-6,495.1E-6
833.1E-6,502.3E-6
833.2E-6,509.7E-6
833.3E-6,517.3E-6
833.4E-6,524.9E-6
833.4E-6,532.7E-6
833.5E-6,540.6E-6
833.6E-6,548.7E-6
833.7E-6,556.9E-6
833.7E-6,565.2E-6
833.8E-6,573.7E-6
833.9E-6,582.4E-6
834.0E-6,591.2E-6
834.1E-6,600.1E-6
834.1E-6,609.2E-6
834.2E-6,618.5E-6
834.3E-6,627.9E-6
834.4E-6,637.5E-6
834.4E-6,647.2E-6
834.5E-6,657.2E-6
834.6E-6,667.2E-6
834.7E-6,677.5E-6
834.8E-6,688.0E-6
834.8E-6,698.6E-6
834.9E-6,709.4E-6
835.0E-6,720.4E-6
835.1E-6,731.6E-6
835.1E-6,743.0E-6
835.2E-6,754.6E-6
835.3E-6,766.5E-6
835.4E-6,778.5E-6
835.5E-6,790.7E-6
835.5E-6,803.1E-6
835.6E-6,815.8E-6
835.7E-6,828.7E-6
835.8E-6,841.8E-6
835.8E-6,855.1E-6
835.9E-6,868.7E-6
836.0E-6,882.5E-6
836.1E-6,896.5E-6
836.2E-6,910.8E-6
836.2E-6,925.4E-6
836.3E-6,940.2E-6
836.4E-6,955.2E-6
836.5E-6,970.6E-6
836.6E-6,986.2E-6
836.6E-6,1.002E-3
836.7E-6,1.018E-3
836.8E-6,1.035E-3
836.9E-6,1.051E-3
836.9E-6,1.068E-3
837.0E-6,1.086E-3
837.1E-6,1.103E-3
837.2E-6,1.121E-3
837.3E-6,1.140E-3
837.3E-6,1.158E-3
837.4E-6,1.177E-3
837.5E-6,1.197E-3
837.6E-6,1.216E-3
837.6E-6,1.236E-3
837.7E-6,1.256E-3
837.8E-6,1.277E-3
837.9E-6,1.298E-3
838.0E-6,1.320E-3
838.0E-6,1.342E-3
838.1E-6,1.364E-3
838.2E-6,1.386E-3
838.3E-6,1.410E-3
838.3E-6,1.433E-3
838.4E-6,1.457E-3
838.5E-6,1.481E-3
838.6E-6,1.506E-3
838.7E-6,1.531E-3
838.7E-6,1.557E-3
838.8E-6,1.583E-3
838.9E-6,1.610E-3
839.0E-6,1.637E-3
839.0E-6,1.665E-3
839.1E-6,1.693E-3
839.2E-6,1.722E-3
839.3E-6,1.751E-3
839.4E-6,1.781E-3
839.4E-6,1.811E-3
839.5E-6,1.842E-3
839.6E-6,1.874E-3
839.7E-6,1.906E-3
839.7E-6,1.939E-3
839.8E-6,1.972E-3
839.9E-6,2.006E-3
840.0E-6,2.041E-3
840.1E-6,2.076E-3
840.1E-6,2.112E-3
840.2E-6,2.149E-3
840.3E-6,2.186E-3
840.4E-6,2.225E-3
840.5E-6,2.264E-3
840.5E-6,2.303E-3
840.6E-6,2.344E-3
840.7E-6,2.385E-3
840.8E-6,2.428E-3
840.8E-6,2.471E-3
840.9E-6,2.514E-3
841.0E-6,2.559E-3
841.1E-6,2.605E-3
841.2E-6,2.652E-3
841.2E-6,2.699E-3
841.3E-6,2.748E-3
841.4E-6,2.798E-3
841.5E-6,2.849E-3
841.5E-6,2.900E-3
841.6E-6,2.953E-3
841.7E-6,3.007E-3
841.8E-6,3.063E-3
841.9E-6,3.119E-3
841.9E-6,3.177E-3
842.0E-6,3.236E-3
842.1E-6,3.296E-3
842.2E-6,3.358E-3
842.2E-6,3.421E-3
842.3E-6,3.485E-3
842.4E-6,3.551E-3
842.5E-6,3.619E-3
842.6E-6,3.688E-3
842.6E-6,3.759E-3
842.7E-6,3.831E-3
842.8E-6,3.905E-3
842.9E-6,3.981E-3
842.9E-6,4.059E-3
843.0E-6,4.139E-3
843.1E-6,4.221E-3
843.2E-6,4.304E-3
843.3E-6,4.390E-3
843.3E-6,4.479E-3
843.4E-6,4.569E-3
843.5E-6,4.662E-3
843.6E-6,4.757E-3
843.6E-6,4.855E-3
843.7E-6,4.956E-3
843.8E-6,5.059E-3
843.9E-6,5.166E-3
844.0E-6,5.275E-3
844.0E-6,5.387E-3
844.1E-6,5.503E-3
844.2E-6,5.622E-3
844.3E-6,5.745E-3
844.4E-6,5.871E-3
844.4E-6,6.001E-3
844.5E-6,6.136E-3
844.6E-6,6.274E-3
844.7E-6,6.417E-3
844.7E-6,6.565E-3
844.8E-6,6.717E-3
844.9E-6,6.875E-3
845.0E-6,7.038E-3
845.1E-6,7.206E-3
845.1E-6,7.381E-3
845.2E-6,7.562E-3
845.3E-6,7.749E-3
845.4E-6,7.944E-3
845.4E-6,8.145E-3
845.5E-6,8.355E-3
845.6E-6,8.572E-3
845.7E-6,8.799E-3
845.8E-6,9.034E-3
845.8E-6,9.279E-3
845.9E-6,9.535E-3
846.0E-6,9.801E-3
846.1E-6,10.08E-3
846.1E-6,10.37E-3
846.2E-6,10.67E-3
846.3E-6,10.99E-3
846.4E-6,11.32E-3
846.5E-6,11.67E-3
846.5E-6,12.04E-3
846.6E-6,12.42E-3
846.7E-6,12.82E-3
846.8E-6,13.25E-3
846.8E-6,13.69E-3
846.9E-6,14.17E-3
847.0E-6,14.66E-3
847.1E-6,15.19E-3
847.2E-6,15.74E-3
847.2E-6,16.33E-3
847.3E-6,16.95E-3
847.4E-6,17.61E-3
847.5E-6,18.31E-3
847.5E-6,19.05E-3
847.6E-6,19.84E-3
847.7E-6,20.68E-3
847.8E-6,21.58E-3
847.9E-6,22.53E-3
847.9E-6,23.54E-3
848.0E-6,24.62E-3
848.1E-6,25.78E-3
848.2E-6,27.00E-3
848.3E-6,28.30E-3
848.3E-6,29.69E-3
848.4E-6,31.16E-3
848.5E-6,32.71E-3
848.6E-6,34.35E-3
848.6E-6,36.07E-3
848.7E-6,37.88E-3
848.8E-6,39.77E-3
848.9E-6,41.73E-3
849.0E-6,43.76E-3
849.0E-6,45.84E-3
849.1E-6,47.97E-3
849.2E-6,50.13E-3
849.3E-6,52.30E-3
849.3E-6,54.49E-3
849.4E-6,56.66E-3
849.5E-6,58.81E-3
849.6E-6,60.93E-3
849.7E-6,63.00E-3
849.7E-6,65.01E-3
849.8E-6,66.95E-3
849.9E-6,68.81E-3
850.0E-6,70.59E-3
850.0E-6,72.27E-3
850.1E-6,73.85E-3
850.2E-6,75.32E-3
850.3E-6,76.68E-3
850.4E-6,77.93E-3
850.4E-6,79.05E-3
850.5E-6,80.04E-3
850.6E-6,80.90E-3
850.7E-6,81.61E-3
850.7E-6,82.18E-3
850.8E-6,82.59E-3
850.9E-6,82.83E-3
851.0E-6,82.90E-3
851.1E-6,82.79E-3
851.1E-6,82.48E-3
851.2E-6,81.97E-3
851.3E-6,81.24E-3
851.4E-6,80.27E-3
851.4E-6,79.03E-3
851.5E-6,77.47E-3
851.6E-6,75.50E-3
851.7E-6,72.96E-3
851.8E-6,69.59E-3
851.8E-6,65.05E-3
851.9E-6,58.57E-3
852.0E-6,48.95E-3
852.1E-6,34.83E-3
852.2E-6,17.45E-3
852.2E-6,5.274E-3
852.3E-6,1.246E-3
852.4E-6,428.8E-6
852.5E-6,292.4E-6
852.5E-6,266.1E-6
852.6E-6,257.5E-6
852.7E-6,252.3E-6
852.8E-6,247.5E-6
852.9E-6,242.6E-6
852.9E-6,237.7E-6
853.0E-6,232.9E-6
